,AS,# of source IP,# of Traceroutes,Type,Feature
15308,37098,84.0,7199,Not Squatted Eyeballs,Eyeballs
15309,29208,1.0,236276,Squatted Eyeballs,Eyeballs
15310,34700,192.0,10424,Not Squatted Eyeballs,Eyeballs
15311,265525,64.0,7270,Not Squatted Eyeballs,Eyeballs
15312,43139,132.0,19241,Not Squatted Eyeballs,Eyeballs
15313,45458,8.0,441475,Squatted Eyeballs,Eyeballs
15314,56089,116.0,28623,Not Squatted Eyeballs,Eyeballs
15315,18182,1.0,13415,Squatted Eyeballs,Eyeballs
15316,52207,103.0,15463,Not Squatted Eyeballs,Eyeballs
15317,45942,257.0,17933,Not Squatted Eyeballs,Eyeballs
15318,17762,12.0,348011,Squatted Eyeballs,Eyeballs
15319,54198,627.0,136954,Not Squatted Eyeballs,Eyeballs
15320,15805,842.0,24817,Not Squatted Eyeballs,Eyeballs
15321,25512,1.0,27790,Squatted Eyeballs,Eyeballs
15322,262595,503.0,5886,Not Squatted Eyeballs,Eyeballs
15323,48847,3.0,9617,Squatted Eyeballs,Eyeballs
15324,51819,103.0,5802,Not Squatted Eyeballs,Eyeballs
15325,134937,167.0,12346,Not Squatted Eyeballs,Eyeballs
15326,35728,71.0,5062,Not Squatted Eyeballs,Eyeballs
15327,30466,208.0,55496,Not Squatted Eyeballs,Eyeballs
15328,11432,716.0,41306,Not Squatted Eyeballs,Eyeballs
15329,8615,265.0,26739,Not Squatted Eyeballs,Eyeballs
15330,42683,45.0,6029,Not Squatted Eyeballs,Eyeballs
15331,13576,3.0,271471,Squatted Eyeballs,Eyeballs
15332,8439,228.0,12635,Not Squatted Eyeballs,Eyeballs
15333,6703,200.0,13741,Not Squatted Eyeballs,Eyeballs
15334,27924,61.0,48194,Not Squatted Eyeballs,Eyeballs
15335,42038,58.0,6956,Not Squatted Eyeballs,Eyeballs
15336,15366,1948.0,81050,Not Squatted Eyeballs,Eyeballs
15337,4787,11.0,84592,Squatted Eyeballs,Eyeballs
15338,12570,135.0,31647,Not Squatted Eyeballs,Eyeballs
15339,41822,31.0,6454,Not Squatted Eyeballs,Eyeballs
15340,58640,12.0,39054,Squatted Eyeballs,Eyeballs
15341,3253,87.0,14200,Not Squatted Eyeballs,Eyeballs
15342,42689,646.0,106173,Not Squatted Eyeballs,Eyeballs
15343,20412,1154.0,141326,Not Squatted Eyeballs,Eyeballs
15344,262732,420.0,14876,Not Squatted Eyeballs,Eyeballs
15345,28309,714.0,7525,Not Squatted Eyeballs,Eyeballs
15346,23314,487.0,175957,Not Squatted Eyeballs,Eyeballs
15347,33749,4.0,98036,Squatted Eyeballs,Eyeballs
15348,38592,1.0,7376,Squatted Eyeballs,Eyeballs
15349,29695,4.0,3203583,Squatted Eyeballs,Eyeballs
15350,25248,154.0,97897,Not Squatted Eyeballs,Eyeballs
15351,132996,59.0,21255,Squatted Eyeballs,Eyeballs
15352,39811,37.0,17258,Not Squatted Eyeballs,Eyeballs
15353,23930,52.0,7392,Not Squatted Eyeballs,Eyeballs
15354,206375,1267.0,18888,Not Squatted Eyeballs,Eyeballs
15355,56329,2.0,146806,Squatted Eyeballs,Eyeballs
15356,16904,1.0,196557,Squatted Eyeballs,Eyeballs
15357,50473,60.0,25884,Not Squatted Eyeballs,Eyeballs
15358,16527,347.0,273325,Not Squatted Eyeballs,Eyeballs
15359,28535,237.0,11597,Not Squatted Eyeballs,Eyeballs
15360,25441,1.0,109755,Squatted Eyeballs,Eyeballs
15361,262504,386.0,6448,Not Squatted Eyeballs,Eyeballs
15362,268323,380.0,8582,Not Squatted Eyeballs,Eyeballs
15363,28235,681.0,17411,Not Squatted Eyeballs,Eyeballs
15364,14051,4.0,380618,Squatted Eyeballs,Eyeballs
15365,1659,4667.0,50245,Not Squatted Eyeballs,Eyeballs
15366,132400,71.0,6035,Not Squatted Eyeballs,Eyeballs
15367,18196,13.0,18536,Squatted Eyeballs,Eyeballs
15368,53089,310.0,9036,Not Squatted Eyeballs,Eyeballs
15369,51825,204.0,20385,Not Squatted Eyeballs,Eyeballs
15370,43451,134.0,42137,Not Squatted Eyeballs,Eyeballs
15371,50129,807.0,7033,Not Squatted Eyeballs,Eyeballs
15372,9830,4.0,14560,Squatted Eyeballs,Eyeballs
15373,27903,68.0,7483,Not Squatted Eyeballs,Eyeballs
15374,46687,1.0,69884,Squatted Eyeballs,Eyeballs
15375,135834,128.0,12527,Not Squatted Eyeballs,Eyeballs
15376,50542,81.0,20674,Not Squatted Eyeballs,Eyeballs
15377,12097,720.0,155810,Not Squatted Eyeballs,Eyeballs
15378,38901,13.0,81434,Squatted Eyeballs,Eyeballs
15379,135817,57.0,13511,Squatted Eyeballs,Eyeballs
15380,17939,567.0,11127,Not Squatted Eyeballs,Eyeballs
15381,62336,1340.0,35012,Not Squatted Eyeballs,Eyeballs
15382,35074,268.0,17204,Not Squatted Eyeballs,Eyeballs
15383,6752,1.0,35638,Squatted Eyeballs,Eyeballs
15384,210278,681.0,48531,Not Squatted Eyeballs,Eyeballs
15385,63949,21.0,15701,Squatted Eyeballs,Eyeballs
15386,41275,1.0,48171,Squatted Eyeballs,Eyeballs
15387,43571,386.0,33563,Not Squatted Eyeballs,Eyeballs
15388,58765,287.0,12633,Not Squatted Eyeballs,Eyeballs
15389,24138,209.0,7207,Not Squatted Eyeballs,Eyeballs
15390,131207,380.0,79148,Squatted Eyeballs,Eyeballs
15391,28533,374.0,29838,Not Squatted Eyeballs,Eyeballs
15392,28634,608.0,14181,Not Squatted Eyeballs,Eyeballs
15393,4750,8.0,445400,Squatted Eyeballs,Eyeballs
15394,26077,303.0,184090,Not Squatted Eyeballs,Eyeballs
15395,52232,1.0,7291,Squatted Eyeballs,Eyeballs
15396,14840,407.0,41020,Not Squatted Eyeballs,Eyeballs
15397,31242,224.0,108707,Not Squatted Eyeballs,Eyeballs
15398,24033,1.0,76958,Squatted Eyeballs,Eyeballs
15399,136716,55.0,14362,Squatted Eyeballs,Eyeballs
15400,8517,7075.0,52119,Not Squatted Eyeballs,Eyeballs
15401,327776,329.0,11070,Not Squatted Eyeballs,Eyeballs
15402,9155,3.0,109030,Squatted Eyeballs,Eyeballs
15403,5009,1.0,176279,Squatted Eyeballs,Eyeballs
15404,8492,1.0,87084,Squatted Eyeballs,Eyeballs
15405,49037,39.0,5168,Not Squatted Eyeballs,Eyeballs
15406,396253,246.0,122863,Not Squatted Eyeballs,Eyeballs
15407,44257,24.0,7440,Not Squatted Eyeballs,Eyeballs
15408,45622,85.0,5646,Not Squatted Eyeballs,Eyeballs
15409,50467,31.0,8251,Not Squatted Eyeballs,Eyeballs
15410,31655,3.0,682452,Squatted Eyeballs,Eyeballs
15411,39102,50.0,11267,Not Squatted Eyeballs,Eyeballs
15412,9370,1.0,5271,Squatted Eyeballs,Eyeballs
15413,135706,138.0,17083,Not Squatted Eyeballs,Eyeballs
15414,56696,244.0,18511,Not Squatted Eyeballs,Eyeballs
15415,131160,67.0,9779,Not Squatted Eyeballs,Eyeballs
15416,17964,2.0,8380,Squatted Eyeballs,Eyeballs
15417,14291,2.0,93015,Squatted Eyeballs,Eyeballs
15418,22709,2.0,264738,Squatted Eyeballs,Eyeballs
15419,132934,163.0,8281,Not Squatted Eyeballs,Eyeballs
15420,134913,206.0,14613,Not Squatted Eyeballs,Eyeballs
15421,48239,97.0,19007,Not Squatted Eyeballs,Eyeballs
15422,37090,71.0,8121,Not Squatted Eyeballs,Eyeballs
15423,35539,112.0,10589,Not Squatted Eyeballs,Eyeballs
15424,38207,2.0,18398,Squatted Eyeballs,Eyeballs
15425,198668,42.0,18214,Not Squatted Eyeballs,Eyeballs
15426,7565,3.0,13240,Squatted Eyeballs,Eyeballs
15427,50544,67.0,7400,Not Squatted Eyeballs,Eyeballs
15428,33991,28.0,7632,Not Squatted Eyeballs,Eyeballs
15429,133579,433.0,70907,Squatted Eyeballs,Eyeballs
15430,136994,141.0,48577,Not Squatted Eyeballs,Eyeballs
15431,30404,757.0,162538,Not Squatted Eyeballs,Eyeballs
15432,4758,1.0,9661,Squatted Eyeballs,Eyeballs
15433,10834,4.0,200554,Squatted Eyeballs,Eyeballs
15434,263751,59.0,12512,Not Squatted Eyeballs,Eyeballs
15435,265591,60.0,5326,Not Squatted Eyeballs,Eyeballs
15436,12066,5.0,77008,Squatted Eyeballs,Eyeballs
15437,55900,284.0,43933,Not Squatted Eyeballs,Eyeballs
15438,134014,1.0,12731,Squatted Eyeballs,Eyeballs
15439,4618,4.0,80907,Squatted Eyeballs,Eyeballs
15440,135761,119.0,8481,Not Squatted Eyeballs,Eyeballs
15441,328341,68.0,6644,Not Squatted Eyeballs,Eyeballs
15442,8053,3.0,5426,Squatted Eyeballs,Eyeballs
15443,8749,50.0,13327,Not Squatted Eyeballs,Eyeballs
15444,52765,240.0,5499,Not Squatted Eyeballs,Eyeballs
15445,137085,1.0,8726,Squatted Eyeballs,Eyeballs
15446,131918,227.0,10705,Not Squatted Eyeballs,Eyeballs
15447,132215,12.0,11727,Squatted Eyeballs,Eyeballs
15448,8371,164.0,28177,Not Squatted Eyeballs,Eyeballs
15449,37451,2.0,8245,Squatted Eyeballs,Eyeballs
15450,327804,1.0,6014,Squatted Eyeballs,Eyeballs
15451,28635,917.0,13700,Not Squatted Eyeballs,Eyeballs
15452,8821,1142.0,114922,Not Squatted Eyeballs,Eyeballs
15453,265675,233.0,7204,Not Squatted Eyeballs,Eyeballs
15454,134316,9.0,29727,Squatted Eyeballs,Eyeballs
15455,262760,364.0,5480,Not Squatted Eyeballs,Eyeballs
15456,17682,248.0,8859,Not Squatted Eyeballs,Eyeballs
15457,21107,283.0,5130,Not Squatted Eyeballs,Eyeballs
15458,8449,74.0,5938,Not Squatted Eyeballs,Eyeballs
15459,22561,1282.0,309349,Not Squatted Eyeballs,Eyeballs
15460,46650,191.0,11664,Not Squatted Eyeballs,Eyeballs
15461,15808,1.0,33086,Squatted Eyeballs,Eyeballs
15462,7727,469.0,8527,Not Squatted Eyeballs,Eyeballs
15463,45429,2.0,9389,Squatted Eyeballs,Eyeballs
15464,136288,1.0,9693,Squatted Eyeballs,Eyeballs
15465,38195,3.0,257881,Squatted Eyeballs,Eyeballs
15466,25668,1.0,155107,Squatted Eyeballs,Eyeballs
15467,23106,568.0,76315,Not Squatted Eyeballs,Eyeballs
15468,9919,669.0,512636,Not Squatted Eyeballs,Eyeballs
15469,134053,245.0,16990,Not Squatted Eyeballs,Eyeballs
15470,28173,728.0,19015,Not Squatted Eyeballs,Eyeballs
15471,56268,216.0,78812,Squatted Eyeballs,Eyeballs
15472,21574,1.0,28617,Squatted Eyeballs,Eyeballs
15473,19331,477.0,49545,Not Squatted Eyeballs,Eyeballs
15474,8948,263.0,35477,Not Squatted Eyeballs,Eyeballs
15475,11664,5.0,252385,Squatted Eyeballs,Eyeballs
15476,207790,629.0,38602,Not Squatted Eyeballs,Eyeballs
15477,4540,1.0,95102,Squatted Eyeballs,Eyeballs
15478,766,5260.0,138131,Not Squatted Eyeballs,Eyeballs
15479,135031,249.0,15322,Not Squatted Eyeballs,Eyeballs
15480,58898,86.0,16051,Not Squatted Eyeballs,Eyeballs
15481,5690,484.0,125338,Not Squatted Eyeballs,Eyeballs
15482,4782,377.0,15230,Not Squatted Eyeballs,Eyeballs
15483,262145,5.0,21230,Squatted Eyeballs,Eyeballs
15484,138311,2.0,27573,Squatted Eyeballs,Eyeballs
15485,131442,203.0,9117,Not Squatted Eyeballs,Eyeballs
15486,42306,66.0,19881,Not Squatted Eyeballs,Eyeballs
15487,47914,27.0,6010,Not Squatted Eyeballs,Eyeballs
15488,263224,58.0,35970,Not Squatted Eyeballs,Eyeballs
15489,23679,878.0,18628,Squatted Eyeballs,Eyeballs
15490,52862,620.0,34455,Not Squatted Eyeballs,Eyeballs
15491,37353,2.0,46966,Squatted Eyeballs,Eyeballs
15492,12897,2474.0,72564,Not Squatted Eyeballs,Eyeballs
15493,8632,291.0,53069,Not Squatted Eyeballs,Eyeballs
15494,34244,1.0,73167,Squatted Eyeballs,Eyeballs
15495,52968,438.0,9435,Not Squatted Eyeballs,Eyeballs
15496,9031,5.0,96151,Squatted Eyeballs,Eyeballs
15497,8362,269.0,30726,Not Squatted Eyeballs,Eyeballs
15498,44558,2528.0,12660,Not Squatted Eyeballs,Eyeballs
15499,28419,54.0,5002,Not Squatted Eyeballs,Eyeballs
15500,135772,290.0,13656,Not Squatted Eyeballs,Eyeballs
15501,31027,1.0,680319,Squatted Eyeballs,Eyeballs
15502,37542,23.0,10129,Squatted Eyeballs,Eyeballs
15503,35632,255.0,13434,Not Squatted Eyeballs,Eyeballs
15504,3801,344.0,17703,Not Squatted Eyeballs,Eyeballs
15505,3132,4.0,33087,Squatted Eyeballs,Eyeballs
15506,35141,959.0,100472,Not Squatted Eyeballs,Eyeballs
15507,133278,1.0,11542,Squatted Eyeballs,Eyeballs
15508,8544,819.0,40753,Not Squatted Eyeballs,Eyeballs
15509,265234,278.0,11270,Not Squatted Eyeballs,Eyeballs
15510,28683,79.0,14639,Not Squatted Eyeballs,Eyeballs
15511,43940,283.0,12208,Not Squatted Eyeballs,Eyeballs
15512,19397,535.0,50417,Not Squatted Eyeballs,Eyeballs
15513,52686,484.0,7721,Not Squatted Eyeballs,Eyeballs
15514,81,1.0,430383,Squatted Eyeballs,Eyeballs
15515,43341,735.0,14263,Not Squatted Eyeballs,Eyeballs
15516,14654,109.0,32025,Not Squatted Eyeballs,Eyeballs
15517,21050,3.0,233452,Squatted Eyeballs,Eyeballs
15518,29974,267.0,58605,Not Squatted Eyeballs,Eyeballs
15519,139195,3.0,47329,Squatted Eyeballs,Eyeballs
15520,28032,2.0,12891,Squatted Eyeballs,Eyeballs
15521,204274,4980.0,222010,Not Squatted Eyeballs,Eyeballs
15522,10000,561.0,9523,Not Squatted Eyeballs,Eyeballs
15523,17483,7.0,22236,Squatted Eyeballs,Eyeballs
15524,15836,190.0,6468,Not Squatted Eyeballs,Eyeballs
15525,8416,88.0,10866,Not Squatted Eyeballs,Eyeballs
15526,52892,554.0,9142,Not Squatted Eyeballs,Eyeballs
15527,38794,43.0,261718,Squatted Eyeballs,Eyeballs
15528,45224,1.0,21730,Squatted Eyeballs,Eyeballs
15529,132137,251.0,15045,Not Squatted Eyeballs,Eyeballs
15530,39087,24.0,14963,Not Squatted Eyeballs,Eyeballs
15531,8758,2153.0,140818,Not Squatted Eyeballs,Eyeballs
15532,28263,630.0,8437,Not Squatted Eyeballs,Eyeballs
15533,26801,1.0,95327,Squatted Eyeballs,Eyeballs
15534,4800,11.0,122412,Squatted Eyeballs,Eyeballs
15535,52308,1.0,7365,Squatted Eyeballs,Eyeballs
15536,52972,168.0,5292,Not Squatted Eyeballs,Eyeballs
15537,42925,1.0,99083,Squatted Eyeballs,Eyeballs
15538,42668,66.0,14703,Not Squatted Eyeballs,Eyeballs
15539,13101,2371.0,35926,Not Squatted Eyeballs,Eyeballs
15540,23923,5.0,18081,Squatted Eyeballs,Eyeballs
15541,26130,17.0,8889,Not Squatted Eyeballs,Eyeballs
15542,39507,67.0,7817,Not Squatted Eyeballs,Eyeballs
15543,131959,501.0,20253,Not Squatted Eyeballs,Eyeballs
15544,37564,1.0,33201,Squatted Eyeballs,Eyeballs
15545,31042,9045.0,373324,Not Squatted Eyeballs,Eyeballs
15546,24088,301.0,33231,Not Squatted Eyeballs,Eyeballs
15547,10507,144.0,8322,Not Squatted Eyeballs,Eyeballs
15548,60111,1065.0,33999,Not Squatted Eyeballs,Eyeballs
15549,28917,59.0,5723,Not Squatted Eyeballs,Eyeballs
15550,198930,1171.0,45543,Not Squatted Eyeballs,Eyeballs
15551,28890,168.0,15108,Not Squatted Eyeballs,Eyeballs
15552,133107,1.0,8480,Squatted Eyeballs,Eyeballs
15553,13000,73.0,5826,Not Squatted Eyeballs,Eyeballs
15554,29069,18.0,15651,Not Squatted Eyeballs,Eyeballs
15555,38203,20.0,11440,Squatted Eyeballs,Eyeballs
15556,20810,600.0,32878,Not Squatted Eyeballs,Eyeballs
15557,20804,146.0,70541,Not Squatted Eyeballs,Eyeballs
15558,41272,220.0,11045,Not Squatted Eyeballs,Eyeballs
15559,34743,150.0,10051,Not Squatted Eyeballs,Eyeballs
15560,137872,621.0,16493,Not Squatted Eyeballs,Eyeballs
15561,132757,236.0,14425,Not Squatted Eyeballs,Eyeballs
15562,7562,512.0,6639,Not Squatted Eyeballs,Eyeballs
15563,11686,1.0,320590,Squatted Eyeballs,Eyeballs
15564,41676,58.0,55604,Not Squatted Eyeballs,Eyeballs
15565,62352,711.0,10798,Not Squatted Eyeballs,Eyeballs
15566,262150,147.0,5599,Not Squatted Eyeballs,Eyeballs
15567,36817,228.0,39730,Not Squatted Eyeballs,Eyeballs
15568,55410,19.0,406999,Squatted Eyeballs,Eyeballs
15569,18136,470.0,10077,Not Squatted Eyeballs,Eyeballs
15570,28556,13.0,10986,Squatted Eyeballs,Eyeballs
15571,31122,1.0,104252,Squatted Eyeballs,Eyeballs
15572,41435,84.0,15205,Not Squatted Eyeballs,Eyeballs
15573,5563,53.0,11861,Not Squatted Eyeballs,Eyeballs
15574,12969,1155.0,238394,Not Squatted Eyeballs,Eyeballs
15575,15128,437.0,48359,Not Squatted Eyeballs,Eyeballs
15576,52251,411.0,6449,Not Squatted Eyeballs,Eyeballs
15577,14434,1.0,64250,Squatted Eyeballs,Eyeballs
15578,268873,213.0,9476,Not Squatted Eyeballs,Eyeballs
15579,135760,1.0,9782,Squatted Eyeballs,Eyeballs
15580,264397,208.0,6281,Not Squatted Eyeballs,Eyeballs
15581,43478,48.0,6834,Not Squatted Eyeballs,Eyeballs
15582,28685,1.0,342843,Squatted Eyeballs,Eyeballs
15583,37084,173.0,35486,Not Squatted Eyeballs,Eyeballs
15584,16342,1.0,156163,Squatted Eyeballs,Eyeballs
15585,263966,170.0,6273,Not Squatted Eyeballs,Eyeballs
15586,50463,1.0,146327,Squatted Eyeballs,Eyeballs
15587,15525,1.0,382157,Squatted Eyeballs,Eyeballs
15588,13194,819.0,65515,Not Squatted Eyeballs,Eyeballs
15589,48416,17.0,5309,Not Squatted Eyeballs,Eyeballs
15590,4638,365.0,52929,Not Squatted Eyeballs,Eyeballs
15591,133997,1.0,15017,Squatted Eyeballs,Eyeballs
15592,38026,148.0,20080,Squatted Eyeballs,Eyeballs
15593,9943,786.0,15091,Not Squatted Eyeballs,Eyeballs
15594,53087,302.0,5623,Not Squatted Eyeballs,Eyeballs
15595,138798,128.0,29859,Not Squatted Eyeballs,Eyeballs
15596,39007,421.0,11513,Not Squatted Eyeballs,Eyeballs
15597,265594,103.0,29264,Not Squatted Eyeballs,Eyeballs
15598,37678,83.0,10151,Not Squatted Eyeballs,Eyeballs
15599,208905,140.0,32580,Not Squatted Eyeballs,Eyeballs
15600,8636,61.0,13228,Not Squatted Eyeballs,Eyeballs
15601,37004,1.0,9616,Squatted Eyeballs,Eyeballs
15602,269822,173.0,6569,Not Squatted Eyeballs,Eyeballs
15603,11835,434.0,6572,Not Squatted Eyeballs,Eyeballs
15604,9378,536.0,12927,Not Squatted Eyeballs,Eyeballs
15605,24276,504.0,14891,Not Squatted Eyeballs,Eyeballs
15606,33763,517.0,89461,Not Squatted Eyeballs,Eyeballs
15607,4817,100.0,7728,Not Squatted Eyeballs,Eyeballs
15608,53913,208.0,26835,Not Squatted Eyeballs,Eyeballs
15609,265911,336.0,5479,Not Squatted Eyeballs,Eyeballs
15610,7057,1.0,74836,Squatted Eyeballs,Eyeballs
15611,21310,59.0,11521,Not Squatted Eyeballs,Eyeballs
15612,132559,163.0,52833,Not Squatted Eyeballs,Eyeballs
15613,9246,627.0,67574,Not Squatted Eyeballs,Eyeballs
15614,46887,6.0,2297780,Squatted Eyeballs,Eyeballs
15615,8559,1557.0,52950,Not Squatted Eyeballs,Eyeballs
15616,42580,117.0,8761,Not Squatted Eyeballs,Eyeballs
15617,262223,111.0,11351,Not Squatted Eyeballs,Eyeballs
15618,49824,71.0,5785,Not Squatted Eyeballs,Eyeballs
15619,9249,57.0,6576,Not Squatted Eyeballs,Eyeballs
15620,47586,34.0,7175,Not Squatted Eyeballs,Eyeballs
15621,49282,56.0,9386,Not Squatted Eyeballs,Eyeballs
15622,24757,3.0,190138,Squatted Eyeballs,Eyeballs
15623,29084,259.0,6081,Not Squatted Eyeballs,Eyeballs
15624,7795,570.0,393246,Not Squatted Eyeballs,Eyeballs
15625,28458,1.0,28572,Squatted Eyeballs,Eyeballs
15626,50767,32.0,17154,Not Squatted Eyeballs,Eyeballs
15627,53167,1.0,8026,Squatted Eyeballs,Eyeballs
15628,53230,318.0,9288,Not Squatted Eyeballs,Eyeballs
15629,16863,1.0,130724,Squatted Eyeballs,Eyeballs
15630,28284,496.0,10765,Not Squatted Eyeballs,Eyeballs
15631,201746,634.0,18875,Not Squatted Eyeballs,Eyeballs
15632,15419,868.0,41130,Not Squatted Eyeballs,Eyeballs
15633,131925,239.0,9954,Not Squatted Eyeballs,Eyeballs
15634,27955,662.0,5196,Not Squatted Eyeballs,Eyeballs
15635,328490,1.0,5902,Squatted Eyeballs,Eyeballs
15636,7684,140.0,14645,Not Squatted Eyeballs,Eyeballs
15637,9905,18.0,142858,Squatted Eyeballs,Eyeballs
15638,24492,1.0,9333,Squatted Eyeballs,Eyeballs
15639,7782,1011.0,215823,Not Squatted Eyeballs,Eyeballs
15640,10099,9.0,93475,Squatted Eyeballs,Eyeballs
15641,13370,682.0,164944,Not Squatted Eyeballs,Eyeballs
15642,18200,75.0,54326,Not Squatted Eyeballs,Eyeballs
15643,43160,614.0,15277,Not Squatted Eyeballs,Eyeballs
15644,134886,197.0,24106,Not Squatted Eyeballs,Eyeballs
15645,11666,225.0,50866,Not Squatted Eyeballs,Eyeballs
15646,207375,511.0,61662,Not Squatted Eyeballs,Eyeballs
15647,42811,149.0,9153,Not Squatted Eyeballs,Eyeballs
15648,2200,507.0,76136,Not Squatted Eyeballs,Eyeballs
15649,17480,63.0,14053,Not Squatted Eyeballs,Eyeballs
15650,18371,346.0,122688,Not Squatted Eyeballs,Eyeballs
15651,134928,202.0,8474,Not Squatted Eyeballs,Eyeballs
15652,262838,1.0,8038,Squatted Eyeballs,Eyeballs
15653,131210,1.0,36732,Squatted Eyeballs,Eyeballs
15654,18390,643.0,87626,Not Squatted Eyeballs,Eyeballs
15655,35328,126.0,12285,Not Squatted Eyeballs,Eyeballs
15656,25406,128.0,8151,Not Squatted Eyeballs,Eyeballs
15657,8905,62.0,24832,Not Squatted Eyeballs,Eyeballs
15658,20257,414.0,32455,Not Squatted Eyeballs,Eyeballs
15659,32307,1.0,24599,Squatted Eyeballs,Eyeballs
15660,17809,515.0,5249,Not Squatted Eyeballs,Eyeballs
15661,134180,740.0,5276,Not Squatted Eyeballs,Eyeballs
15662,53488,376.0,57958,Not Squatted Eyeballs,Eyeballs
15663,38987,55.0,7911,Not Squatted Eyeballs,Eyeballs
15664,12360,1381.0,53034,Not Squatted Eyeballs,Eyeballs
15665,29125,88.0,6382,Not Squatted Eyeballs,Eyeballs
15666,264496,309.0,5212,Not Squatted Eyeballs,Eyeballs
15667,138277,144.0,13455,Not Squatted Eyeballs,Eyeballs
15668,24173,2.0,154329,Squatted Eyeballs,Eyeballs
15669,28538,1.0,6105,Squatted Eyeballs,Eyeballs
15670,8697,374.0,14458,Not Squatted Eyeballs,Eyeballs
15671,4621,1.0,7124,Squatted Eyeballs,Eyeballs
15672,55958,9.0,5424,Not Squatted Eyeballs,Eyeballs
15673,27729,5.0,9685,Squatted Eyeballs,Eyeballs
15674,262495,117.0,9566,Not Squatted Eyeballs,Eyeballs
15675,12693,930.0,25024,Not Squatted Eyeballs,Eyeballs
15676,7670,356.0,83184,Not Squatted Eyeballs,Eyeballs
15677,11650,2.0,61933,Squatted Eyeballs,Eyeballs
15678,36180,32.0,23556,Not Squatted Eyeballs,Eyeballs
15679,32233,333.0,49684,Not Squatted Eyeballs,Eyeballs
15680,8728,1.0,19258,Squatted Eyeballs,Eyeballs
15681,196735,50.0,15335,Not Squatted Eyeballs,Eyeballs
15682,264265,148.0,6669,Not Squatted Eyeballs,Eyeballs
15683,19889,875.0,11078,Not Squatted Eyeballs,Eyeballs
15684,34602,142.0,21349,Not Squatted Eyeballs,Eyeballs
15685,58906,1.0,9429,Squatted Eyeballs,Eyeballs
15686,9136,511.0,13884,Not Squatted Eyeballs,Eyeballs
15687,15935,90.0,51748,Not Squatted Eyeballs,Eyeballs
15688,21766,367.0,44244,Not Squatted Eyeballs,Eyeballs
15689,135594,13.0,7619,Not Squatted Eyeballs,Eyeballs
15690,38193,1.0,68241,Squatted Eyeballs,Eyeballs
15691,5742,678.0,146867,Not Squatted Eyeballs,Eyeballs
15692,58243,856.0,13467,Not Squatted Eyeballs,Eyeballs
15693,49342,53.0,6726,Not Squatted Eyeballs,Eyeballs
15694,55666,362.0,24422,Squatted Eyeballs,Eyeballs
15695,263805,99.0,9252,Not Squatted Eyeballs,Eyeballs
15696,14371,158.0,47352,Not Squatted Eyeballs,Eyeballs
15697,264223,173.0,11001,Not Squatted Eyeballs,Eyeballs
15698,25853,1.0,81171,Squatted Eyeballs,Eyeballs
15699,11090,693.0,91948,Not Squatted Eyeballs,Eyeballs
15700,209424,1.0,91668,Squatted Eyeballs,Eyeballs
15701,201838,176.0,51248,Not Squatted Eyeballs,Eyeballs
15702,197296,48.0,5580,Not Squatted Eyeballs,Eyeballs
15703,135744,23.0,13120,Not Squatted Eyeballs,Eyeballs
15704,59162,88.0,6906,Squatted Eyeballs,Eyeballs
15705,19332,3.0,27827,Squatted Eyeballs,Eyeballs
15706,4686,113.0,8582,Not Squatted Eyeballs,Eyeballs
15707,31115,2940.0,75962,Not Squatted Eyeballs,Eyeballs
15708,19016,206.0,34865,Not Squatted Eyeballs,Eyeballs
15709,17400,2.0,8055,Squatted Eyeballs,Eyeballs
15710,40993,39.0,5326,Not Squatted Eyeballs,Eyeballs
15711,42673,40.0,11205,Not Squatted Eyeballs,Eyeballs
15712,138520,1.0,28120,Squatted Eyeballs,Eyeballs
15713,24689,26.0,5797,Not Squatted Eyeballs,Eyeballs
15714,30851,97.0,18437,Not Squatted Eyeballs,Eyeballs
15715,37130,35.0,91940,Not Squatted Eyeballs,Eyeballs
15716,39939,2.0,103730,Squatted Eyeballs,Eyeballs
15717,60840,15.0,7331,Not Squatted Eyeballs,Eyeballs
15718,135780,1.0,31834,Squatted Eyeballs,Eyeballs
15719,8732,164.0,61752,Not Squatted Eyeballs,Eyeballs
15720,4768,11.0,489748,Squatted Eyeballs,Eyeballs
15721,134739,5.0,17997,Squatted Eyeballs,Eyeballs
15722,13760,506.0,374723,Not Squatted Eyeballs,Eyeballs
15723,50231,80.0,7395,Not Squatted Eyeballs,Eyeballs
15724,58321,48.0,11948,Not Squatted Eyeballs,Eyeballs
15725,55341,48.0,13850,Squatted Eyeballs,Eyeballs
15726,15493,48.0,9649,Not Squatted Eyeballs,Eyeballs
15727,34525,85.0,6764,Not Squatted Eyeballs,Eyeballs
